"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2024-01-12,"07:10:00","X8","VVX10",10.4
2024-01-12,"07:10:00","X8","DVVX10",308
2024-01-13,NA,"D5","TM",7.5
2024-01-13,"14:13:00","D5","TX",13.9
2024-01-13,"01:43:00","D5","TN",3.7
2024-01-13,NA,"D5","HRM",60
2024-01-13,"01:42:00","D5","HRX",76
2024-01-13,"12:28:00","D5","HRN",38
2024-01-13,NA,"D5","PM",973.8
2024-01-13,"10:36:00","D5","PX",976.2
2024-01-13,"23:59:00","D5","PN",969.7
2024-01-13,NA,"D5","PPT",0
2024-01-13,NA,"D5","RS24h",9.5
2024-01-13,NA,"D5","VVM10",5.8
2024-01-13,NA,"D5","DVM10",287
2024-01-13,"00:48:00","D5","VVX10",13.1
2024-01-13,"00:48:00","D5","DVVX10",309
2024-01-13,NA,"X2","TM",8.6
2024-01-13,"13:31:00","X2","TX",13
2024-01-13,"07:06:00","X2","TN",4.1
2024-01-13,NA,"X2","HRM",65
2024-01-13,"06:44:00","X2","HRX",82
2024-01-13,"13:25:00","X2","HRN",45
2024-01-13,NA,"X4","TM",9.8
2024-01-13,"13:33:00","X4","TX",14
2024-01-13,"07:19:00","X4","TN",5.8
2024-01-13,NA,"X4","HRM",55
2024-01-13,"07:18:00","X4","HRX",69
2024-01-13,"12:42:00","X4","HRN",39
2024-01-13,NA,"X4","PM",1019.4
2024-01-13,"10:30:00","X4","PX",1022.2
2024-01-13,"23:59:00","X4","PN",1015.2
2024-01-13,NA,"X4","PPT",0
2024-01-13,NA,"X4","RS24h",9.6
2024-01-13,NA,"X4","VVM10",1.5
2024-01-13,NA,"X4","DVM10",254
2024-01-13,"00:26:00","X4","VVX10",8.2
2024-01-13,"00:26:00","X4","DVVX10",319
2024-01-13,NA,"X8","TM",8.8
2024-01-13,"12:22:00","X8","TX",14.6
2024-01-13,"06:43:00","X8","TN",3.1
2024-01-13,NA,"X8","HRM",60
2024-01-13,"07:00:00","X8","HRX",82
2024-01-13,"12:51:00","X8","HRN",38
2024-01-13,NA,"X8","PM",1013.5
2024-01-13,"10:35:00","X8","PX",1016.1
2024-01-13,"23:59:00","X8","PN",1009.2
2024-01-13,NA,"X8","PPT",0
2024-01-13,NA,"X8","RS24h",9.4
2024-01-13,NA,"X8","VVM10",1.7
2024-01-13,NA,"X8","DVM10",268
2024-01-13,"00:00:00","X8","VVX10",7.9
2024-01-13,"00:00:00","X8","DVVX10",317
2024-01-14,NA,"D5","TM",10.9
2024-01-14,"12:14:00","D5","TX",17.4
2024-01-14,"00:40:00","D5","TN",7.3
2024-01-14,NA,"D5","HRM",56
2024-01-14,"23:59:00","D5","HRX",75
2024-01-14,"12:28:00","D5","HRN",39
2024-01-14,NA,"D5","PM",965.5
2024-01-14,"00:16:00","D5","PX",970
2024-01-14,"17:22:00","D5","PN",962
2024-01-14,NA,"D5","PPT",0
2024-01-14,NA,"D5","RS24h",7.1
2024-01-14,NA,"D5","VVM10",3.8
2024-01-14,NA,"D5","DVM10",305
2024-01-14,"04:46:00","D5","VVX10",15.4
2024-01-14,"04:46:00","D5","DVVX10",317
2024-01-14,NA,"X2","TM",13.6
2024-01-14,"12:14:00","X2","TX",17.2
2024-01-14,"03:00:00","X2","TN",8.1
2024-01-14,NA,"X2","HRM",52
2024-01-14,"02:56:00","X2","HRX",66
2024-01-14,"12:11:00","X2","HRN",39
2024-01-14,NA,"X4","TM",14.2
2024-01-14,"11:43:00","X4","TX",18.2
2024-01-14,"00:10:00","X4","TN",9.8
2024-01-14,NA,"X4","HRM",46
2024-01-14,"23:56:00","X4","HRX",59
2024-01-14,"11:43:00","X4","HRN",34
2024-01-14,NA,"X4","PM",1010.3
2024-01-14,"00:00:00","X4","PX",1015.3
2024-01-14,"17:36:00","X4","PN",1007
2024-01-14,NA,"X4","PPT",0
2024-01-14,NA,"X4","RS24h",7.1
2024-01-14,NA,"X4","VVM10",2.5
2024-01-14,NA,"X4","DVM10",294
2024-01-14,"17:59:00","X4","VVX10",11.6
2024-01-14,"17:59:00","X4","DVVX10",301
2024-01-14,NA,"X8","TM",13.8
2024-01-14,"12:03:00","X8","TX",17.5
2024-01-14,"00:09:00","X8","TN",9.1
2024-01-14,NA,"X8","HRM",47
2024-01-14,"23:59:00","X8","HRX",62
2024-01-14,"12:00:00","X8","HRN",37
2024-01-14,NA,"X8","PM",1004.5
2024-01-14,"00:00:00","X8","PX",1009.3
2024-01-14,"21:15:00","X8","PN",1001.2
2024-01-14,NA,"X8","PPT",0
2024-01-14,NA,"X8","RS24h",6.7
2024-01-14,NA,"X8","VVM10",3.5
2024-01-14,NA,"X8","DVM10",296
2024-01-14,"23:18:00","X8","VVX10",13.4
2024-01-14,"23:18:00","X8","DVVX10",310
2024-01-15,NA,"D5","TM",11.6
2024-01-15,"15:34:00","D5","TX",14.6
2024-01-15,"08:37:00","D5","TN",7.9
2024-01-15,NA,"D5","HRM",76
2024-01-15,"22:24:00","D5","HRX",88
2024-01-15,"03:18:00","D5","HRN",62
2024-01-15,NA,"D5","PM",961.5
2024-01-15,"00:28:00","D5","PX",963.1
2024-01-15,"16:43:00","D5","PN",959
2024-01-15,NA,"D5","PPT",0
2024-01-15,NA,"D5","RS24h",4.8
2024-01-15,NA,"D5","VVM10",4.5
2024-01-15,NA,"D5","DVM10",311
2024-01-15,"07:42:00","D5","VVX10",12.7
2024-01-15,"07:42:00","D5","DVVX10",312
2024-01-15,NA,"X2","TM",13.1
2024-01-15,"12:42:00","X2","TX",17.9
2024-01-15,"07:30:00","X2","TN",8.8
2024-01-15,NA,"X2","HRM",74
2024-01-15,"23:50:00","X2","HRX",95
2024-01-15,"12:43:00","X2","HRN",56
2024-01-15,NA,"X4","TM",14.5
2024-01-15,"12:40:00","X4","TX",18.5
2024-01-15,"08:36:00","X4","TN",11.5
2024-01-15,NA,"X4","HRM",64
2024-01-15,"22:02:00","X4","HRX",84
2024-01-15,"12:40:00","X4","HRN",51
2024-01-15,NA,"X4","PM",1005.8
2024-01-15,"00:19:00","X4","PX",1007.9
2024-01-15,"16:46:00","X4","PN",1002.9
2024-01-15,NA,"X4","PPT",0
2024-01-15,NA,"X4","RS24h",5.3
2024-01-15,NA,"X4","VVM10",1.6
2024-01-15,NA,"X4","DVM10",284
2024-01-15,"07:26:00","X4","VVX10",8.8
2024-01-15,"07:26:00","X4","DVVX10",316
2024-01-15,NA,"X8","TM",13.8
2024-01-15,"15:32:00","X8","TX",18.1
2024-01-15,"06:15:00","X8","TN",9.8
2024-01-15,NA,"X8","HRM",67
2024-01-15,"22:46:00","X8","HRX",91
2024-01-15,"15:34:00","X8","HRN",55
2024-01-15,NA,"X8","PM",1000
2024-01-15,"00:30:00","X8","PX",1001.9
2024-01-15,"16:47:00","X8","PN",997.3
2024-01-15,NA,"X8","PPT",0
2024-01-15,NA,"X8","RS24h",5.4
2024-01-15,NA,"X8","VVM10",2.9
2024-01-15,NA,"X8","DVM10",303
2024-01-15,"01:53:00","X8","VVX10",9.5
2024-01-15,"01:53:00","X8","DVVX10",311
2024-01-16,NA,"D5","TM",13.3
2024-01-16,"21:36:00","D5","TX",15.8
2024-01-16,"01:33:00","D5","TN",10.5
2024-01-16,NA,"D5","HRM",78
2024-01-16,"06:55:00","D5","HRX",88
2024-01-16,"22:18:00","D5","HRN",68
2024-01-16,NA,"D5","PM",961.6
2024-01-16,"12:03:00","D5","PX",963
2024-01-16,"23:19:00","D5","PN",959.6
2024-01-16,NA,"D5","PPT",0
2024-01-16,NA,"D5","RS24h",4.5
2024-01-16,NA,"D5","VVM10",3.5
2024-01-16,NA,"D5","DVM10",285
2024-01-16,"04:24:00","D5","VVX10",10.2
2024-01-16,"04:24:00","D5","DVVX10",319
2024-01-16,NA,"X2","TM",12.7
2024-01-16,"11:17:00","X2","TX",17.5
2024-01-16,"07:09:00","X2","TN",9.9
2024-01-16,NA,"X2","HRM",85
2024-01-16,"23:59:00","X2","HRX",96
2024-01-16,"11:18:00","X2","HRN",63
2024-01-16,NA,"X4","TM",14.5
2024-01-16,"11:13:00","X4","TX",17.9
2024-01-16,"07:03:00","X4","TN",11.9
2024-01-16,NA,"X4","HRM",74
2024-01-16,"23:25:00","X4","HRX",99
2024-01-16,"11:14:00","X4","HRN",58
2024-01-16,NA,"X4","PM",1005.7
2024-01-16,"09:30:00","X4","PX",1007.2
2024-01-16,"23:17:00","X4","PN",1003.3
2024-01-16,NA,"X4","PPT",0
2024-01-16,NA,"X4","RS24h",4.6
2024-01-16,NA,"X4","VVM10",1.2
2024-01-16,NA,"X4","DVM10",244
2024-01-16,"03:54:00","X4","VVX10",8
2024-01-16,"03:54:00","X4","DVVX10",311
2024-01-16,NA,"X8","TM",13.9
2024-01-16,"11:16:00","X8","TX",17.6
2024-01-16,"07:18:00","X8","TN",10.8
2024-01-16,NA,"X8","HRM",79
2024-01-16,"23:13:00","X8","HRX",97
2024-01-16,"11:34:00","X8","HRN",63
2024-01-16,NA,"X8","PM",1000
2024-01-16,"09:24:00","X8","PX",1001.4
2024-01-16,"23:16:00","X8","PN",997.6
2024-01-16,NA,"X8","PPT",0
2024-01-16,NA,"X8","RS24h",4.4
2024-01-16,NA,"X8","VVM10",1.3
2024-01-16,NA,"X8","DVM10",267
2024-01-16,"03:18:00","X8","VVX10",5.3
2024-01-16,"03:18:00","X8","DVVX10",352
2024-01-17,NA,"D5","TM",14.3
2024-01-17,"14:31:00","D5","TX",19
2024-01-17,"04:52:00","D5","TN",11.7
2024-01-17,NA,"D5","HRM",68
2024-01-17,"04:00:00","D5","HRX",94
2024-01-17,"14:44:00","D5","HRN",53
2024-01-17,NA,"D5","PM",953.9
2024-01-17,"00:07:00","D5","PX",959.9
2024-01-17,"14:05:00","D5","PN",949.8
2024-01-17,NA,"D5","PPT",0.3
2024-01-17,NA,"D5","RS24h",5.6
2024-01-17,NA,"D5","VVM10",6.8
2024-01-17,NA,"D5","DVM10",255
2024-01-17,"13:19:00","D5","VVX10",16.4
2024-01-17,"13:19:00","D5","DVVX10",252
2024-01-17,NA,"X2","TM",15.6
2024-01-17,"14:49:00","X2","TX",18.7
2024-01-17,"07:00:00","X2","TN",10.8
2024-01-17,NA,"X2","HRM",70
2024-01-17,"00:01:00","X2","HRX",96
2024-01-17,"21:31:00","X2","HRN",46
2024-01-17,NA,"X4","TM",16.2
2024-01-17,"14:04:00","X4","TX",18.9
2024-01-17,"07:43:00","X4","TN",13
2024-01-17,NA,"X4","HRM",66
2024-01-17,"08:38:00","X4","HRX",97
2024-01-17,"17:45:00","X4","HRN",43
2024-01-17,NA,"X4","PM",997.7
2024-01-17,"00:01:00","X4","PX",1004
2024-01-17,"14:14:00","X4","PN",993.2
2024-01-17,NA,"X4","PPT",0.2
2024-01-17,NA,"X4","RS24h",6
2024-01-17,NA,"X4","VVM10",2.8
2024-01-17,NA,"X4","DVM10",258
2024-01-17,"14:08:00","X4","VVX10",11.4
2024-01-17,"14:08:00","X4","DVVX10",243
2024-01-17,NA,"X8","TM",15.9
2024-01-17,"14:27:00","X8","TX",20.3
2024-01-17,"07:15:00","X8","TN",11.1
2024-01-17,NA,"X8","HRM",67
2024-01-17,"07:21:00","X8","HRX",99
2024-01-17,"23:59:00","X8","HRN",45
2024-01-17,NA,"X8","PM",992.1
2024-01-17,"00:06:00","X8","PX",998.2
2024-01-17,"14:43:00","X8","PN",987.9
2024-01-17,NA,"X8","PPT",0.2
2024-01-17,NA,"X8","RS24h",5.9
2024-01-17,NA,"X8","VVM10",2.5
2024-01-17,NA,"X8","DVM10",262
2024-01-17,"01:29:00","X8","VVX10",10.2
2024-01-17,"01:29:00","X8","DVVX10",312
2024-01-18,NA,"D5","TM",14.9
2024-01-18,"14:32:00","D5","TX",19
2024-01-18,"04:47:00","D5","TN",12
2024-01-18,NA,"D5","HRM",51
2024-01-18,"04:47:00","D5","HRX",62
2024-01-18,"13:34:00","D5","HRN",39
2024-01-18,NA,"D5","PM",957.7
2024-01-18,"23:09:00","D5","PX",960.7
2024-01-18,"00:00:00","D5","PN",953.9
2024-01-18,NA,"D5","PPT",0
2024-01-18,NA,"D5","RS24h",8.2
2024-01-18,NA,"D5","VVM10",6.1
2024-01-18,NA,"D5","DVM10",244
2024-01-18,"12:33:00","D5","VVX10",17.8
2024-01-18,"12:33:00","D5","DVVX10",256
2024-01-18,NA,"X2","TM",17
2024-01-18,"14:41:00","X2","TX",21.1
2024-01-18,"20:46:00","X2","TN",13
2024-01-18,NA,"X2","HRM",52
2024-01-18,"20:41:00","X2","HRX",82
2024-01-18,"14:34:00","X2","HRN",35
2024-01-18,NA,"X4","TM",17.6
2024-01-18,"15:00:00","X4","TX",21
2024-01-18,"05:41:00","X4","TN",14.8
2024-01-18,NA,"X4","HRM",46
2024-01-18,"20:33:00","X4","HRX",60
2024-01-18,"14:30:00","X4","HRN",33
2024-01-18,NA,"X4","PM",1001.6
2024-01-18,"23:13:00","X4","PX",1004.8
2024-01-18,"00:00:00","X4","PN",998
2024-01-18,NA,"X4","PPT",0
2024-01-18,NA,"X4","RS24h",7.5
2024-01-18,NA,"X4","VVM10",3.2
2024-01-18,NA,"X4","DVM10",266
2024-01-18,"14:33:00","X4","VVX10",15
2024-01-18,"14:33:00","X4","DVVX10",268
2024-01-18,NA,"X8","TM",17.1
2024-01-18,"14:51:00","X8","TX",21.5
2024-01-18,"05:33:00","X8","TN",12.1
2024-01-18,NA,"X8","HRM",47
2024-01-18,"18:40:00","X8","HRX",65
2024-01-18,"14:24:00","X8","HRN",32
2024-01-18,NA,"X8","PM",996
2024-01-18,"23:34:00","X8","PX",999
2024-01-18,"00:08:00","X8","PN",992.3
2024-01-18,NA,"X8","PPT",0
2024-01-18,NA,"X8","RS24h",7.7
2024-01-18,NA,"X8","VVM10",3
2024-01-18,NA,"X8","DVM10",264
2024-01-18,"14:27:00","X8","VVX10",14.2
2024-01-18,"14:27:00","X8","DVVX10",281
2024-01-19,NA,"D5","TM",7.8
2024-01-19,"00:00:00","D5","TX",13.1
2024-01-19,"23:32:00","D5","TN",3.9
2024-01-19,NA,"D5","HRM",92
2024-01-19,"22:01:00","D5","HRX",100
2024-01-19,"00:00:00","D5","HRN",54
2024-01-19,NA,"D5","PM",963.2
2024-01-19,"23:57:00","D5","PX",966.1
2024-01-19,"00:41:00","D5","PN",959.9
2024-01-19,NA,"D5","PPT",11.8
2024-01-19,NA,"D5","RS24h",1.2
2024-01-19,NA,"D5","VVM10",2.5
2024-01-19,NA,"D5","DVM10",81
2024-01-19,"00:14:00","D5","VVX10",8.8
2024-01-19,"00:14:00","D5","DVVX10",222
2024-01-19,NA,"X2","TM",10.5
2024-01-19,"03:32:00","X2","TX",15.3
2024-01-19,"23:06:00","X2","TN",6.1
2024-01-19,NA,"X2","HRM",80
2024-01-19,"21:43:00","X2","HRX",95
2024-01-19,"23:54:00","X2","HRN",37
2024-01-19,NA,"X4","TM",10.9
2024-01-19,"00:04:00","X4","TX",16.2
2024-01-19,"22:52:00","X4","TN",7.5
2024-01-19,NA,"X4","HRM",79
2024-01-19,"15:34:00","X4","HRX",99
2024-01-19,"23:58:00","X4","HRN",41
2024-01-19,NA,"X4","PM",1008.2
2024-01-19,"23:55:00","X4","PX",1011.5
2024-01-19,"02:07:00","X4","PN",1004.3
2024-01-19,NA,"X4","PPT",8.8
2024-01-19,NA,"X4","RS24h",1.7
2024-01-19,NA,"X4","VVM10",2.2
2024-01-19,NA,"X4","DVM10",87
2024-01-19,"22:52:00","X4","VVX10",8.4
2024-01-19,"22:52:00","X4","DVVX10",81
2024-01-19,NA,"X8","TM",10.2
2024-01-19,"00:24:00","X8","TX",15.8
2024-01-19,"23:53:00","X8","TN",5.2
2024-01-19,NA,"X8","HRM",85
2024-01-19,"22:30:00","X8","HRX",100
2024-01-19,"00:00:00","X8","HRN",45
2024-01-19,NA,"X8","PM",1002.3
2024-01-19,"23:54:00","X8","PX",1005.7
2024-01-19,"02:09:00","X8","PN",998.6
2024-01-19,NA,"X8","PPT",13.1
2024-01-19,NA,"X8","RS24h",1.4
2024-01-19,NA,"X8","VVM10",2.1
2024-01-19,NA,"X8","DVM10",82
2024-01-19,"23:10:00","X8","VVX10",7.2
2024-01-19,"23:10:00","X8","DVVX10",87
2024-01-20,NA,"D5","TM",6.5
2024-01-20,"15:03:00","D5","TX",10.1
2024-01-20,"04:39:00","D5","TN",3.1
2024-01-20,NA,"D5","HRM",73
2024-01-20,"04:31:00","D5","HRX",100
2024-01-20,"14:04:00","D5","HRN",54
2024-01-20,NA,"D5","PM",975.7
2024-01-20,"23:00:00","D5","PX",982
2024-01-20,"00:00:00","D5","PN",966
2024-01-20,NA,"D5","PPT",0
2024-01-20,NA,"D5","RS24h",10.3
2024-01-20,NA,"D5","VVM10",3.7
2024-01-20,NA,"D5","DVM10",71
2024-01-20,"07:19:00","D5","VVX10",14.8
2024-01-20,"07:19:00","D5","DVVX10",4
2024-01-20,NA,"X2","TM",9
2024-01-20,"11:56:00","X2","TX",13.4
2024-01-20,"02:54:00","X2","TN",5.5
2024-01-20,NA,"X2","HRM",69
2024-01-20,"04:09:00","X2","HRX",91
2024-01-20,"00:19:00","X2","HRN",35
2024-01-20,NA,"X4","TM",10.1
2024-01-20,"12:09:00","X4","TX",12.9
2024-01-20,"03:49:00","X4","TN",7
2024-01-20,NA,"X4","HRM",57
2024-01-20,"03:47:00","X4","HRX",88
2024-01-20,"00:19:00","X4","HRN",33
2024-01-20,NA,"X4","PM",1021.4
2024-01-20,"23:30:00","X4","PX",1027.9
2024-01-20,"00:01:00","X4","PN",1011.4
2024-01-20,NA,"X4","PPT",0
2024-01-20,NA,"X4","RS24h",10
2024-01-20,NA,"X4","VVM10",1.4
2024-01-20,NA,"X4","DVM10",59
2024-01-20,"00:16:00","X4","VVX10",7.6
2024-01-20,"00:16:00","X4","DVVX10",78
2024-01-20,NA,"X8","TM",8.9
2024-01-20,"13:28:00","X8","TX",13
2024-01-20,"05:21:00","X8","TN",5.2
2024-01-20,NA,"X8","HRM",67
2024-01-20,"04:06:00","X8","HRX",97
2024-01-20,"10:29:00","X8","HRN",42
2024-01-20,NA,"X8","PM",1015.4
2024-01-20,"23:02:00","X8","PX",1022
2024-01-20,"00:00:00","X8","PN",1005.6
2024-01-20,NA,"X8","PPT",0
2024-01-20,NA,"X8","RS24h",9.5
2024-01-20,NA,"X8","VVM10",1.7
2024-01-20,NA,"X8","DVM10",18
2024-01-20,"06:25:00","X8","VVX10",8.8
2024-01-20,"06:25:00","X8","DVVX10",328
2024-01-21,NA,"D5","TM",8
2024-01-21,"14:20:00","D5","TX",12.6
2024-01-21,"22:22:00","D5","TN",6.1
2024-01-21,NA,"D5","HRM",73
2024-01-21,"00:07:00","D5","HRX",88
2024-01-21,"14:13:00","D5","HRN",54
2024-01-21,NA,"D5","PM",983.3
2024-01-21,"19:31:00","D5","PX",984.7
2024-01-21,"05:33:00","D5","PN",981.7
2024-01-21,NA,"D5","PPT",0
2024-01-21,NA,"D5","RS24h",9.7
2024-01-21,NA,"D5","VVM10",4
2024-01-21,NA,"D5","DVM10",271
2024-01-21,"23:45:00","D5","VVX10",7.7
2024-01-21,"23:45:00","D5","DVVX10",298
2024-01-21,NA,"X2","TM",9.6
2024-01-21,"14:21:00","X2","TX",14.5
2024-01-21,"06:30:00","X2","TN",5.2
2024-01-21,NA,"X2","HRM",73
2024-01-21,"06:33:00","X2","HRX",92
2024-01-21,"15:00:00","X2","HRN",51
2024-01-21,NA,"X4","TM",11.1
2024-01-21,"14:03:00","X4","TX",15.3
2024-01-21,"06:33:00","X4","TN",8.2
2024-01-21,NA,"X4","HRM",63
2024-01-21,"18:02:00","X4","HRX",74
2024-01-21,"15:15:00","X4","HRN",47
2024-01-21,NA,"X4","PM",1029.2
2024-01-21,"10:30:00","X4","PX",1030.6
2024-01-21,"05:04:00","X4","PN",1027.7
2024-01-21,NA,"X4","PPT",0
2024-01-21,NA,"X4","RS24h",10.5
2024-01-21,NA,"X4","VVM10",1.3
2024-01-21,NA,"X4","DVM10",274
2024-01-21,"23:16:00","X4","VVX10",5.3
2024-01-21,"23:16:00","X4","DVVX10",286
2024-01-21,NA,"X8","TM",9.5
2024-01-21,"14:03:00","X8","TX",14.8
2024-01-21,"06:32:00","X8","TN",5.9
2024-01-21,NA,"X8","HRM",73
2024-01-21,"18:00:00","X8","HRX",89
2024-01-21,"15:12:00","X8","HRN",49
2024-01-21,NA,"X8","PM",1023.3
2024-01-21,"10:27:00","X8","PX",1024.6
2024-01-21,"05:00:00","X8","PN",1021.7
2024-01-21,NA,"X8","PPT",0
2024-01-21,NA,"X8","RS24h",9.1
2024-01-21,NA,"X8","VVM10",1.4
2024-01-21,NA,"X8","DVM10",288
2024-01-21,"16:03:00","X8","VVX10",4.9
2024-01-21,"16:03:00","X8","DVVX10",224
2024-01-22,NA,"D5","TM",8.9
2024-01-22,"14:05:00","D5","TX",15
2024-01-22,"04:51:00","D5","TN",4.4
2024-01-22,NA,"D5","HRM",65
2024-01-22,"05:04:00","D5","HRX",77
2024-01-22,"13:58:00","D5","HRN",48
2024-01-22,NA,"D5","PM",982.5
2024-01-22,"23:13:00","D5","PX",984.2
2024-01-22,"16:40:00","D5","PN",981
2024-01-22,NA,"D5","PPT",0
2024-01-22,NA,"D5","RS24h",10.1
2024-01-22,NA,"D5","VVM10",7.1
2024-01-22,NA,"D5","DVM10",284
2024-01-22,"23:29:00","D5","VVX10",14.9
2024-01-22,"23:29:00","D5","DVVX10",320
2024-01-22,NA,"X2","TM",11.2
2024-01-22,"12:05:00","X2","TX",15.6
2024-01-22,"07:40:00","X2","TN",6
2024-01-22,NA,"X2","HRM",64
2024-01-22,"08:00:00","X2","HRX",81
2024-01-22,"11:17:00","X2","HRN",45
2024-01-22,NA,"X4","TM",11.8
2024-01-22,"13:58:00","X4","TX",15.9
2024-01-22,"07:13:00","X4","TN",7.6
2024-01-22,NA,"X4","HRM",57
2024-01-22,"17:00:00","X4","HRX",72
2024-01-22,"11:13:00","X4","HRN",42
2024-01-22,NA,"X4","PM",1028.3
2024-01-22,"00:00:00","X4","PX",1029.8
2024-01-22,"14:31:00","X4","PN",1026.2
2024-01-22,NA,"X4","PPT",0
2024-01-22,NA,"X4","RS24h",10.1
2024-01-22,NA,"X4","VVM10",1.9
2024-01-22,NA,"X4","DVM10",273
2024-01-22,"22:10:00","X4","VVX10",8.8
2024-01-22,"22:10:00","X4","DVVX10",277
2024-01-22,NA,"X8","TM",11
2024-01-22,"13:55:00","X8","TX",16.5
2024-01-22,"07:18:00","X8","TN",5.7
2024-01-22,NA,"X8","HRM",61
2024-01-22,"16:41:00","X8","HRX",78
2024-01-22,"13:30:00","X8","HRN",44
2024-01-22,NA,"X8","PM",1022.4
2024-01-22,"00:01:00","X8","PX",1023.8
2024-01-22,"14:30:00","X8","PN",1020.5
2024-01-22,NA,"X8","PPT",0
2024-01-22,NA,"X8","RS24h",9.8
2024-01-22,NA,"X8","VVM10",2.6
2024-01-22,NA,"X8","DVM10",276
2024-01-22,"22:46:00","X8","VVX10",9.7
2024-01-22,"22:46:00","X8","DVVX10",309
2024-01-23,NA,"D5","TM",11.4
2024-01-23,"13:31:00","D5","TX",14.2
2024-01-23,"02:02:00","D5","TN",9.5
2024-01-23,NA,"D5","HRM",74
2024-01-23,"17:17:00","D5","HRX",99
2024-01-23,"00:52:00","D5","HRN",54
2024-01-23,NA,"D5","PM",985.8
2024-01-23,"10:09:00","D5","PX",987.8
2024-01-23,"02:15:00","D5","PN",983.5
2024-01-23,NA,"D5","PPT",0
2024-01-23,NA,"D5","RS24h",9.3
2024-01-23,NA,"D5","VVM10",3.5
2024-01-23,NA,"D5","DVM10",40
2024-01-23,"23:06:00","D5","VVX10",13
2024-01-23,"23:06:00","D5","DVVX10",311
2024-01-23,NA,"X2","TM",11.3
2024-01-23,"12:11:00","X2","TX",17
2024-01-23,"03:32:00","X2","TN",7.4
2024-01-23,NA,"X2","HRM",80
2024-01-23,"21:12:00","X2","HRX",96
2024-01-23,"10:30:00","X2","HRN",61
2024-01-23,NA,"X4","TM",12.7
2024-01-23,"12:23:00","X4","TX",16.4
2024-01-23,"04:14:00","X4","TN",9.7
2024-01-23,NA,"X4","HRM",74
2024-01-23,"19:30:00","X4","HRX",100
2024-01-23,"08:47:00","X4","HRN",55
2024-01-23,NA,"X4","PM",1031.3
2024-01-23,"10:14:00","X4","PX",1033.4
2024-01-23,"00:11:00","X4","PN",1029
2024-01-23,NA,"X4","PPT",0
2024-01-23,NA,"X4","RS24h",8.9
2024-01-23,NA,"X4","VVM10",1
2024-01-23,NA,"X4","DVM10",101
2024-01-23,"14:29:00","X4","VVX10",5.3
2024-01-23,"14:29:00","X4","DVVX10",110
2024-01-23,NA,"X8","TM",11.9
2024-01-23,"13:03:00","X8","TX",17.3
2024-01-23,"04:30:00","X8","TN",8.1
2024-01-23,NA,"X8","HRM",77
2024-01-23,"21:03:00","X8","HRX",100
2024-01-23,"08:39:00","X8","HRN",57
2024-01-23,NA,"X8","PM",1025.3
2024-01-23,"10:13:00","X8","PX",1027.4
2024-01-23,"04:33:00","X8","PN",1023.1
2024-01-23,NA,"X8","PPT",0
2024-01-23,NA,"X8","RS24h",8.5
2024-01-23,NA,"X8","VVM10",1.3
2024-01-23,NA,"X8","DVM10",265
2024-01-23,"23:36:00","X8","VVX10",6.2
2024-01-23,"23:36:00","X8","DVVX10",281
2024-01-24,NA,"D5","TM",14.4
2024-01-24,"13:17:00","D5","TX",18.9
2024-01-24,"05:51:00","D5","TN",12.5
2024-01-24,NA,"D5","HRM",64
2024-01-24,"05:56:00","D5","HRX",71
2024-01-24,"12:16:00","D5","HRN",49
2024-01-24,NA,"D5","PM",986.1
2024-01-24,"10:31:00","D5","PX",987.5
2024-01-24,"23:58:00","D5","PN",984.8
2024-01-24,NA,"D5","PPT",0
2024-01-24,NA,"D5","RS24h",10.6
2024-01-24,NA,"D5","VVM10",4.9
2024-01-24,NA,"D5","DVM10",319
2024-01-24,"02:41:00","D5","VVX10",14
2024-01-24,"02:41:00","D5","DVVX10",325
2024-01-24,NA,"X2","TM",11.6
2024-01-24,"12:22:00","X2","TX",17.7
2024-01-24,"06:38:00","X2","TN",7.9
2024-01-24,NA,"X2","HRM",85
2024-01-24,"23:35:00","X2","HRX",97
2024-01-24,"12:43:00","X2","HRN",57
2024-01-24,NA,"X4","TM",14.1
2024-01-24,"10:56:00","X4","TX",19.5
2024-01-24,"06:40:00","X4","TN",11.3
2024-01-24,NA,"X4","HRM",72
2024-01-24,"23:00:00","X4","HRX",100
2024-01-24,"11:01:00","X4","HRN",47
2024-01-24,NA,"X4","PM",1031.3
2024-01-24,"10:19:00","X4","PX",1032.6
2024-01-24,"23:58:00","X4","PN",1029.9
2024-01-24,NA,"X4","PPT",0
2024-01-24,NA,"X4","RS24h",10.6
2024-01-24,NA,"X4","VVM10",0.9
2024-01-24,NA,"X4","DVM10",126
2024-01-24,"02:44:00","X4","VVX10",5.1
2024-01-24,"02:44:00","X4","DVVX10",262
2024-01-24,NA,"X8","TM",14.2
2024-01-24,"12:01:00","X8","TX",20.7
2024-01-24,"05:15:00","X8","TN",10.3
2024-01-24,NA,"X8","HRM",69
2024-01-24,"23:48:00","X8","HRX",88
2024-01-24,"11:38:00","X8","HRN",43
2024-01-24,NA,"X8","PM",1025.4
2024-01-24,"10:22:00","X8","PX",1026.7
2024-01-24,"23:58:00","X8","PN",1024
2024-01-24,NA,"X8","PPT",0
2024-01-24,NA,"X8","RS24h",10.3
2024-01-24,NA,"X8","VVM10",1.4
2024-01-24,NA,"X8","DVM10",272
2024-01-24,"07:40:00","X8","VVX10",7.7
